State,City,Accident_Date,Time,Weather,Road_Type,Severity,Vehicles_Involved,Casualties,Latitude,Longitude,Hour,Time_Period
UP,Kanpur,20-04-2023,01-01-1900 07:00,rain,rural road,4,1,1,14.8666,86.8025,7,Morning
Maharashtra,Mumbai,27-03-2024,01-01-1900 21:00,foggy,expressway,3,4,0,27.7394,77.5519,21,Night
Delhi,New Delhi,27-12-2023,01-01-1900 02:00,foggy,rural road,2,2,0,16.5092,79.0273,2,Night
UP,Varanasi,25-03-2024,01-01-1900 15:00,heavy rain,highway,1,1,1,19.4835,83.6649,15,Afternoon
Bihar,Gaya,06-01-2024,01-01-1900 14:00,rain,rural road,3,1,0,24.536,77.1156,14,Afternoon
Tamil Nadu,Madurai,27-11-2023,01-01-1900 16:00,nan,rural road,3,2,1,18.9254,82.891,16,Afternoon
Andhra Pradesh,Visakhapatnam,10-02-2023,01-01-1900 16:00,storm,city road,3,0,0,26.1988,86.8333,16,Afternoon
Karnataka,Mangalore,04-02-2023,01-01-1900 07:00,clear,expressway,2,3,0,26.8305,87.5826,7,Morning
Tamil Nadu,Madurai,31-12-2023,01-01-1900 02:00,rain,national highway,2,1,1,16.4591,87.5476,2,Night
Karnataka,Bengaluru,07-02-2024,01-01-1900 00:00,foggy,national highway,1,2,0,16.5208,80.0691,0,Night
Karnataka,Bengaluru,17-03-2024,01-01-1900 19:00,clear,rural road,2,2,0,13.3212,78.6997,19,Evening
Andhra Pradesh,Vijayawada,13-07-2023,01-01-1900 04:00,clear,rural road,4,2,1,16.1407,80.481,4,Night
Delhi,Rohini,23-10-2023,01-01-1900 22:00,clear,expressway,4,1,0,27.4649,87.3918,22,Night
Delhi,Dwarka,01-03-2023,01-01-1900 19:00,foggy,rural road,0,2,0,26.5535,77.068,19,Evening
Karnataka,Mysuru,18-03-2024,01-01-1900 18:00,clear,rural road,2,2,1,12.2271,79.834,18,Evening
Bihar,Gaya,27-03-2024,01-01-1900 06:00,foggy,rural road,1,4,0,23.7306,87.9496,6,Morning
Delhi,Dwarka,10-04-2024,01-01-1900 12:00,rain,expressway,3,2,0,20.5332,81.4621,12,Afternoon
Bihar,Patna,30-06-2023,01-01-1900 10:00,nan,expressway,2,1,2,21.6519,79.4999,10,Morning
Tamil Nadu,Madurai,24-09-2023,01-01-1900 11:00,storm,rural road,3,4,1,20.2427,87.8931,11,Morning
Telangana,Warangal,24-01-2024,01-01-1900 15:00,clear,highway,1,0,2,24.3544,78.8751,15,Afternoon
Maharashtra,Mumbai,14-03-2023,01-01-1900 06:00,foggy,nan,4,0,0,18.9089,85.5996,6,Morning
Tamil Nadu,Coimbatore,14-02-2024,01-01-1900 04:00,clear,city road,1,3,0,21.2238,80.7628,4,Night
Tamil Nadu,Coimbatore,13-04-2024,01-01-1900 05:00,rain,highway,4,1,1,15.5901,82.5495,5,Morning
Maharashtra,Nagpur,13-10-2023,01-01-1900 17:00,rain,expressway,2,2,3,19.1283,87.6367,17,Evening
Tamil Nadu,Chennai,22-02-2024,01-01-1900 00:00,storm,national highway,3,3,1,14.2312,83.2613,0,Night
Maharashtra,Pune,24-02-2023,01-01-1900 04:00,heavy rain,city road,4,2,2,23.4882,81.0925,4,Night
Maharashtra,Pune,04-08-2023,01-01-1900 15:00,foggy,nan,2,4,0,20.2672,85.3465,15,Afternoon
Maharashtra,Pune,26-08-2023,01-01-1900 09:00,nan,rural road,4,2,0,23.3061,83.7101,9,Morning
Karnataka,Bengaluru,16-08-2023,01-01-1900 04:00,rain,highway,1,3,1,22.8436,79.7755,4,Night
Karnataka,Bengaluru,06-04-2023,01-01-1900 13:00,foggy,highway,1,1,0,13.3656,87.9656,13,Afternoon
Delhi,Dwarka,07-12-2023,01-01-1900 12:00,heavy rain,city road,2,1,0,24.815,78.9817,12,Afternoon
Karnataka,Bengaluru,25-06-2023,01-01-1900 13:00,foggy,national highway,2,1,1,21.6003,80.2083,13,Afternoon
Maharashtra,Mumbai,06-03-2024,01-01-1900 12:00,nan,national highway,1,0,2,25.4269,78.7675,12,Afternoon
Tamil Nadu,Madurai,08-05-2024,01-01-1900 06:00,storm,city road,1,1,0,12.5867,85.1004,6,Morning
Karnataka,Mangalore,29-01-2023,01-01-1900 12:00,storm,expressway,4,1,0,19.7694,77.3029,12,Afternoon
Karnataka,Mysuru,27-03-2024,01-01-1900 20:00,rain,highway,2,2,1,14.8681,85.8,20,Evening
Tamil Nadu,Chennai,28-04-2024,01-01-1900 06:00,rain,city road,1,1,0,17.674,80.1596,6,Morning
Karnataka,Mysuru,15-09-2023,01-01-1900 01:00,foggy,national highway,2,4,1,12.629,85.7935,1,Night
Delhi,Dwarka,29-08-2023,01-01-1900 14:00,clear,highway,3,3,0,20.3053,82.271,14,Afternoon
Karnataka,Mysuru,31-12-2023,01-01-1900 20:00,foggy,nan,3,4,2,12.2095,84.2989,20,Evening
Telangana,Warangal,12-02-2024,01-01-1900 14:00,clear,highway,1,2,0,20.5033,80.1674,14,Afternoon
Tamil Nadu,Madurai,29-02-2024,01-01-1900 22:00,nan,highway,2,3,0,15.2297,84.4078,22,Night
Bihar,Bhagalpur,11-11-2023,01-01-1900 18:00,storm,nan,4,1,1,14.3673,87.8312,18,Evening
UP,Varanasi,03-05-2024,01-01-1900 07:00,heavy rain,highway,4,2,1,14.8892,83.2474,7,Morning
Telangana,Hyderabad,28-02-2023,01-01-1900 15:00,rain,city road,4,2,0,22.1463,78.3889,15,Afternoon
Tamil Nadu,Coimbatore,29-02-2024,01-01-1900 09:00,rain,highway,4,2,1,17.9062,80.9291,9,Morning
Delhi,New Delhi,04-04-2023,01-01-1900 20:00,storm,expressway,4,0,1,16.3008,79.1851,20,Evening
Karnataka,Mangalore,24-10-2023,01-01-1900 05:00,rain,rural road,3,2,1,14.8749,79.613,5,Morning
Telangana,Hyderabad,11-03-2023,01-01-1900 19:00,foggy,city road,1,0,0,23.9025,87.1113,19,Evening
Karnataka,Mangalore,12-03-2024,01-01-1900 21:00,nan,city road,2,1,0,24.9318,87.4246,21,Night
Bihar,Patna,05-01-2023,01-01-1900 22:00,rain,rural road,2,1,1,19.9419,83.5653,22,Night
Telangana,Hyderabad,15-09-2023,01-01-1900 22:00,clear,highway,2,2,0,12.9889,78.016,22,Night
Maharashtra,Nagpur,24-02-2023,01-01-1900 13:00,nan,rural road,1,1,1,25.4294,77.042,13,Afternoon
Telangana,Hyderabad,29-01-2024,01-01-1900 07:00,foggy,highway,1,2,0,12.3154,78.1452,7,Morning
Andhra Pradesh,Tirupati,30-01-2024,01-01-1900 07:00,rain,rural road,1,2,1,16.7332,77.0122,7,Morning
UP,Varanasi,03-04-2023,01-01-1900 14:00,storm,rural road,3,0,1,14.6524,87.4027,14,Afternoon
Telangana,Warangal,31-08-2023,01-01-1900 01:00,nan,expressway,4,0,0,16.8718,87.8124,1,Night
Telangana,Nizamabad,26-03-2023,01-01-1900 07:00,rain,city road,3,1,0,14.6883,80.9028,7,Morning
Maharashtra,Mumbai,26-04-2024,01-01-1900 20:00,foggy,highway,1,1,1,16.5469,80.1787,20,Evening
UP,Kanpur,05-08-2023,01-01-1900 21:00,nan,rural road,4,1,0,16.9569,79.7495,21,Night
Andhra Pradesh,Tirupati,31-07-2023,01-01-1900 01:00,rain,expressway,4,3,1,26.2401,80.7179,1,Night
Andhra Pradesh,Tirupati,15-05-2023,01-01-1900 11:00,storm,highway,2,1,0,12.2943,87.0573,11,Morning
Maharashtra,Nagpur,09-10-2023,01-01-1900 05:00,storm,highway,1,3,2,21.9306,79.2144,5,Morning
UP,Varanasi,26-11-2023,01-01-1900 06:00,rain,city road,4,0,0,13.7088,87.4874,6,Morning
UP,Kanpur,28-11-2023,01-01-1900 05:00,nan,rural road,4,1,0,17.599,85.6067,5,Morning
Tamil Nadu,Chennai,09-11-2023,01-01-1900 20:00,foggy,expressway,3,2,2,19.5452,81.5303,20,Evening
Maharashtra,Mumbai,01-01-2023,01-01-1900 03:00,storm,highway,1,3,0,16.3171,86.0755,3,Night
Karnataka,Mangalore,21-12-2023,01-01-1900 01:00,storm,expressway,0,0,0,12.531,80.3434,1,Night
Bihar,Bhagalpur,20-03-2023,01-01-1900 13:00,clear,expressway,4,0,1,17.2064,85.2114,13,Afternoon
Tamil Nadu,Madurai,06-01-2024,01-01-1900 21:00,nan,highway,4,3,0,20.0502,86.4214,21,Night
Tamil Nadu,Coimbatore,05-04-2023,01-01-1900 00:00,nan,highway,3,1,1,24.9741,86.1941,0,Night
Telangana,Nizamabad,05-09-2023,01-01-1900 04:00,heavy rain,city road,4,2,2,12.771,80.9606,4,Night
Bihar,Bhagalpur,05-03-2023,01-01-1900 11:00,rain,rural road,2,2,1,24.117,78.7784,11,Morning
Karnataka,Mangalore,11-07-2023,01-01-1900 18:00,storm,highway,2,0,2,12.1117,81.4383,18,Evening
UP,Lucknow,16-03-2024,01-01-1900 16:00,foggy,national highway,1,1,0,26.6798,80.1955,16,Afternoon
Bihar,Patna,09-07-2023,01-01-1900 17:00,clear,national highway,3,1,0,21.7757,81.5213,17,Evening
